date,category,item1,item2,item3,item4,difficulty,url1,url2,url3,url4
Aug28,Spinal vascular malformations,Spinal dural arteriovenous fistula (dAVF),Spinal arteriovenous malformation (AVM),Perimedullary arteriovenous fistula,Foix–Alajouanine syndrome,yellow,https://radiopaedia.org/articles/spinal-dural-arteriovenous-fistula,https://radiopaedia.org/articles/spinal-arteriovenous-malformation,https://radiopaedia.org/articles/spinal-perimedullary-arteriovenous-fistula,https://radiopaedia.org/articles/foix-alajouanine-syndrome
Aug28,Toxic leukoencephalopathies,Metronidazole-induced encephalopathy,Heroin vapor inhalation leukoencephalopathy,Delayed post-hypoxic leukoencephalopathy,Marchiafava–Bignami disease,blue,https://radiopaedia.org/articles/metronidazole-induced-encephalopathy,https://radiopaedia.org/articles/heroin-vapor-inhalation-leukoencephalopathy,https://radiopaedia.org/articles/delayed-post-hypoxic-leukoencephalopathy,https://radiopaedia.org/articles/marchiafava-bignami-disease
Aug29,Cognitive disorders,Alzheimer disease,Lewy body dementia,frontotemporal dementia,vascular dementia,purple,https://www.ncbi.nlm.nih.gov/books/NBK499922/,https://www.ncbi.nlm.nih.gov/books/NBK482441/,https://www.ncbi.nlm.nih.gov/books/NBK532953/,https://www.ncbi.nlm.nih.gov/books/NBK554571/
Aug29,Neuromuscular junction disorders,myasthenia gravis,Lambert-Eaton syndrome,botulism,congenital myasthenic syndrome,blue,https://www.ncbi.nlm.nih.gov/books/NBK559331/,https://www.ncbi.nlm.nih.gov/books/NBK507899/,https://www.ncbi.nlm.nih.gov/books/NBK430895/,https://www.ncbi.nlm.nih.gov/books/NBK1168/
Aug29,Peripheral nerve lesions,carpal tunnel syndrome,cubital tunnel syndrome,radial neuropathy,meralgia paresthetica,green,https://www.ncbi.nlm.nih.gov/books/NBK448179/,https://www.ncbi.nlm.nih.gov/books/NBK538259/,https://www.ncbi.nlm.nih.gov/books/NBK539890/,https://www.ncbi.nlm.nih.gov/books/NBK557690/
Aug29,Primary brain tumors,glioblastoma,meningioma,vestibular schwannoma,hemangioblastoma,yellow,https://www.ncbi.nlm.nih.gov/books/NBK441858/,https://www.ncbi.nlm.nih.gov/books/NBK560538/,https://www.ncbi.nlm.nih.gov/books/NBK470415/,https://www.ncbi.nlm.nih.gov/books/NBK519519/
Aug30,Acute stroke imaging,non-contrast CT,CT angiography,CT perfusion,MRI DWI,yellow,https://radiopaedia.org/articles/ct-head-protocol?lang=us,https://radiopaedia.org/articles/ct-angiography-of-the-cerebral-arteries-protocol?lang=us,https://radiopaedia.org/articles/ct-perfusion-in-ischaemic-stroke?lang=us,https://radiopaedia.org/articles/diffusion-weighted-imaging-in-acute-ischaemic-stroke?lang=us
Aug30,Antimigraine triptans,sumatriptan,rizatriptan,zolmitriptan,eletriptan,purple,https://www.ncbi.nlm.nih.gov/books/NBK470206/,https://www.ncbi.nlm.nih.gov/books/NBK560787/,https://www.ncbi.nlm.nih.gov/books/NBK557649/,https://www.ncbi.nlm.nih.gov/books/NBK560787/
Aug30,MS disease-modifying therapies,ocrelizumab,natalizumab,fingolimod,teriflunomide,blue,https://www.ncbi.nlm.nih.gov/books/NBK547750/,https://www.ncbi.nlm.nih.gov/books/NBK548623/,https://www.ncbi.nlm.nih.gov/books/NBK548384/,https://www.ncbi.nlm.nih.gov/books/NBK253630/
Aug30,Visual pathway anatomy,optic nerve,optic chiasm,optic tract,optic radiations,green,https://radiopaedia.org/articles/optic-nerve?lang=us,https://radiopaedia.org/articles/optic-chiasm?lang=us,https://radiopaedia.org/articles/optic-tract?lang=us,https://radiopaedia.org/articles/optic-radiation-1?lang=us
Aug31,CNS infections,HSV encephalitis,toxoplasma abscess,cryptococcal meningitis,neurosyphilis,yellow,https://radiopaedia.org/articles/herpes-simplex-encephalitis?lang=us,https://radiopaedia.org/articles/cerebral-toxoplasmosis?lang=us,https://radiopaedia.org/articles/cns-cryptococcosis-2?lang=us,https://radiopaedia.org/articles/neurosyphilis?lang=us
Aug31,Encephalopathies,Wernicke encephalopathy,hepatic encephalopathy,uremic encephalopathy,hypoglycemic encephalopathy,green,https://www.ncbi.nlm.nih.gov/books/NBK470344/,https://www.ncbi.nlm.nih.gov/books/NBK430869/,https://www.ncbi.nlm.nih.gov/books/NBK564327/,https://radiopaedia.org/articles/hypoglycaemic-encephalopathy?lang=us
Aug31,Ischemic stroke patterns,lacunar infarct,watershed infarct,thalamic infarct,MCA infarct,purple,https://radiopaedia.org/articles/lacunar-infarct?lang=us,https://radiopaedia.org/articles/watershed-infarct?lang=us,https://radiopaedia.org/articles/thalamic-infarct?lang=us,https://radiopaedia.org/articles/middle-cerebral-artery-territory-infarcts?lang=us
Aug31,Peripheral nerve lesions,peroneal neuropathy,radial neuropathy,carpal tunnel syndrome,cubital tunnel syndrome,blue,https://www.ncbi.nlm.nih.gov/books/NBK549859/,https://www.ncbi.nlm.nih.gov/books/NBK539890/,https://www.ncbi.nlm.nih.gov/books/NBK448179/,https://www.ncbi.nlm.nih.gov/books/NBK538259/
Sep01,Movement disorder differentials,Essential tremor,Wilson disease (neurologic),Dopa-responsive dystonia,Drug-induced parkinsonism,purple,https://www.ninds.nih.gov/health-information/disorders/essential-tremor,https://radiopaedia.org/articles/wilson-disease,https://medlineplus.gov/genetics/condition/dopa-responsive-dystonia/,https://www.ninds.nih.gov/health-information/disorders/parkinsons-disease-parkinsonism
Sep01,Neuromuscular channelopathies,Hyperkalemic periodic paralysis,Hypokalemic periodic paralysis,Paramyotonia congenita,Andersen-Tawil syndrome,blue,https://medlineplus.gov/genetics/condition/hyperkalemic-periodic-paralysis/,https://medlineplus.gov/genetics/condition/hypokalemic-periodic-paralysis/,https://medlineplus.gov/genetics/condition/paramyotonia-congenita/,https://medlineplus.gov/genetics/condition/andersen-tawil-syndrome/
Sep01,Peripheral nerve tumor syndromes,Schwannomatosis,Neurofibromatosis type 2,Malignant peripheral nerve sheath tumor (MPNST),Plexiform neurofibroma,green,https://radiopaedia.org/articles/schwannomatosis,https://radiopaedia.org/articles/neurofibromatosis-type-2,https://radiopaedia.org/articles/malignant-peripheral-nerve-sheath-tumour,https://radiopaedia.org/articles/plexiform-neurofibroma
Sep01,Spinal infections,Spinal epidural abscess,Vertebral osteomyelitis,Discitis,Pott disease (tuberculous spondylitis),yellow,https://radiopaedia.org/articles/spinal-epidural-abscess,https://radiopaedia.org/articles/spondylodiscitis,https://radiopaedia.org/articles/discitis,https://radiopaedia.org/articles/pott-disease
Sep02,Cerebral aneurysm locations,Anterior communicating artery aneurysm,Posterior communicating artery aneurysm,MCA bifurcation aneurysm,Basilar tip aneurysm,yellow,https://radiopaedia.org/articles/anterior-communicating-artery-aneurysm,https://radiopaedia.org/articles/posterior-communicating-artery-aneurysm,https://radiopaedia.org/articles/middle-cerebral-artery-aneurysm,https://radiopaedia.org/articles/basilar-tip-aneurysm
Sep02,Upper limb entrapment neuropathies,Pronator syndrome (median nerve),Anterior interosseous nerve syndrome,Radial tunnel syndrome,Ulnar tunnel syndrome (Guyon canal),blue,https://radiopaedia.org/articles/pronator-syndrome,https://radiopaedia.org/articles/anterior-interosseous-nerve-syndrome,https://radiopaedia.org/articles/radial-tunnel-syndrome,https://radiopaedia.org/articles/ulnar-tunnel-syndrome
Sep02,Viral encephalitis,Herpes simplex encephalitis,West Nile encephalitis,Japanese encephalitis,Rabies encephalitis,yellow,https://radiopaedia.org/articles/herpes-simplex-encephalitis,https://radiopaedia.org/articles/west-nile-encephalitis,https://radiopaedia.org/articles/japanese-encephalitis,https://radiopaedia.org/articles/rabies-encephalitis
Sep02,White matter vascular malformations,Developmental venous anomaly (DVA),Cerebral cavernous malformation (cavernoma),Brain arteriovenous malformation (AVM),Capillary telangiectasia (brain),blue,https://radiopaedia.org/articles/developmental-venous-anomaly,https://radiopaedia.org/articles/cerebral-cavernous-malformation,https://radiopaedia.org/articles/arteriovenous-malformation-brain,https://radiopaedia.org/articles/capillary-telangiectasia-brain
Sep03,Cerebrovascular malformations,cerebral arteriovenous malformation,dural arteriovenous fistula,cerebral cavernous malformation,developmental venous anomaly,blue,https://radiopaedia.org/articles/brain-arteriovenous-malformation?lang=us,https://radiopaedia.org/articles/dural-arteriovenous-fistula?lang=us,https://radiopaedia.org/articles/cerebral-cavernous-venous-malformation?lang=us,https://radiopaedia.org/articles/developmental-venous-anomaly?lang=us
Sep04,Brachial plexus disorders,Erb palsy,Klumpke palsy,Parsonage–Turner syndrome,Thoracic outlet syndrome,blue,https://radiopaedia.org/articles/erb-palsy?lang=us,https://radiopaedia.org/articles/klumpke-palsy,https://radiopaedia.org/articles/parsonage-turner-syndrome-2?lang=us,https://radiopaedia.org/articles/thoracic-outlet-syndrome?lang=us
Sep04,Cerebral herniation syndromes,Subfalcine herniation,Uncal herniation,Central (downward) herniation,Tonsillar herniation,blue,https://radiopaedia.org/articles/subfalcine-herniation?lang=us,https://radiopaedia.org/articles/uncal-herniation-1?lang=us,https://radiopaedia.org/articles/central-herniation?lang=us,https://radiopaedia.org/articles/tonsillar-herniation?lang=us
Sep04,Parkinson-plus syndromes,Progressive supranuclear palsy (PSP),Multiple system atrophy (MSA),Corticobasal degeneration (CBD),Dementia with Lewy bodies (DLB),blue,https://radiopaedia.org/articles/progressive-supranuclear-palsy-1?lang=us,https://radiopaedia.org/articles/multiple-system-atrophy?lang=us,https://radiopaedia.org/articles/corticobasal-degeneration?lang=us,https://radiopaedia.org/articles/dementia-with-lewy-bodies?lang=us
Sep04,Pediatric brain tumors,Medulloblastoma,Pilocytic astrocytoma,Ependymoma,Adamantinomatous craniopharyngioma,blue,https://radiopaedia.org/articles/medulloblastoma?lang=us,https://radiopaedia.org/articles/pilocytic-astrocytoma?lang=us,https://radiopaedia.org/articles/ependymoma?lang=us,https://radiopaedia.org/articles/adamantinomatous-craniopharyngioma?lang=us
Sep05,Neurodegenerative disorders,progressive supranuclear palsy,multiple system atrophy,corticobasal degeneration,Huntington disease,yellow,https://radiopaedia.org/articles/progressive-supranuclear-palsy-1?lang=us,https://radiopaedia.org/articles/multiple-system-atrophy?lang=us,https://radiopaedia.org/articles/corticobasal-degeneration?lang=us,https://radiopaedia.org/articles/huntington-disease?lang=us
